,Unnamed: 0,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,NumInFlights,NumOutFlights,NumDomesticInFlights,NumInternationalInFlights,NumDomesticOutFlights,NumInternationalOutFlights,TotalPassengers,TotalFlights, NumHospitals, SAHDate,Density,Pop,LandArea,pvi,governorParty,senateParty,State Code,Region,Division,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
0,0,2020-01-01,40.18653897307692,-74.57527896923077,33.7,39.396153846153844,23.884615384615387,2711.353846153846,17.384615384615387,1699.192307692308,21.846153846153847,386.53461538461534,13.923076923076925,390.726923076923,14.730769230769232,8.85,23.76923076923077,91.26923076923076,323.0730769230768,44.81923076923078,34.596153846153854,11.539615384615386,999.9000000000003,2846.1538461538457,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
1,1,2020-01-02,40.18653897307692,-74.57527896923077,33.7,35.61538461538462,24.0,2710.442307692308,17.115384615384613,1705.3769230769226,22.153846153846153,390.75,16.576923076923073,390.7076923076922,14.769230769230768,3.6115384615384616,23.961538461538463,87.50000000000001,584.1269230769229,49.38076923076922,25.43076923076923,0.0,999.9000000000003,0.0,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
2,2,2020-01-03,40.18653897307692,-74.57527896923077,33.7,45.21153846153846,23.461538461538463,2721.5538461538463,16.96153846153846,1701.980769230769,20.115384615384613,388.2653846153845,16.076923076923073,389.72307692307686,14.230769230769232,3.207692307692308,23.461538461538463,122.18846153846155,962.2884615384618,48.85000000000001,38.85,7.753846153846153,999.9000000000003,14269.23076923077,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
3,3,2020-01-04,40.196900532,-74.586598128,34.047999999999995,48.232,23.92,2833.948000000001,17.2,1724.6400000000006,16.52,560.236,15.72,402.26800000000003,14.4,2.516,23.88,87.44,881.7840000000003,52.56400000000001,43.712,4.1596,999.9000000000003,66400.0,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
4,4,2020-01-05,40.18653897307692,-74.57527896923077,33.7,40.761538461538464,23.884615384615387,2711.7846153846162,17.26923076923077,1700.6346153846155,21.115384615384613,386.9615384615384,16.46153846153846,390.7153846153846,14.653846153846152,12.380769230769227,23.884615384615387,96.05384615384612,329.4615384615384,51.27307692307693,36.83076923076924,3.8811538461538464,999.9000000000003,6192.3076923076915,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
5,5,2020-01-06,40.18653897307692,-74.57527896923077,33.7,37.965384615384615,24.0,2711.526923076923,17.53846153846154,1706.5923076923075,21.57692307692308,391.6384615384616,16.615384615384613,352.3615384615385,15.192307692307693,5.457692307692307,24.0,89.41538461538458,434.70769230769235,47.930769230769215,31.58461538461539,7.698076923076924,961.4884615384617,769.2307692307692,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
6,6,2020-01-07,40.18653897307692,-74.57527896923077,33.7,37.965384615384615,24.0,2709.4846153846147,17.384615384615387,1708.0461538461536,21.846153846153847,354.2576923076922,16.615384615384613,352.5615384615384,15.461538461538463,3.9384615384615382,24.0,85.4923076923077,924.1000000000003,46.62307692307692,30.65,7.708846153846153,961.4884615384617,4730.769230769231,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
7,7,2020-01-08,40.18653897307692,-74.57527896923077,33.7,35.165384615384625,23.57692307692308,2711.3423076923073,16.923076923076927,1706.3423076923075,19.53846153846154,391.3115384615384,16.26923076923077,352.1730769230768,15.038461538461537,9.307692307692307,23.538461538461537,96.04615384615386,329.84615384615375,43.06153846153846,29.738461538461536,3.8988461538461534,999.9000000000003,7807.6923076923085,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
8,8,2020-01-09,40.14185234444445,-74.59471308148149,32.56296296296296,29.114814814814814,23.222222222222218,2969.159259259259,16.85185185185185,1700.7592592592591,21.11111111111111,354.04814814814813,15.777777777777779,376.6296296296296,14.814814814814815,7.007407407407408,23.11111111111111,89.39999999999998,349.8962962962962,38.99629629629629,23.11481481481481,3.7066666666666666,999.9000000000003,37.03703703703704,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
9,9,2020-01-10,40.14185234444445,-74.59471308148149,32.56296296296296,38.92222222222222,24.0,2983.525925925926,16.703703703703702,1700.0703703703705,21.85185185185185,353.7481481481481,16.0,376.6296296296296,15.074074074074074,4.544444444444445,23.962962962962962,85.39629629629631,528.5444444444444,55.63703703703703,25.25185185185185,0.0,999.9000000000003,0.0,8599,8404,6566,2033.0,6428,1976.0,20161177.0,17003,75,2020-03-21,1215.1991,8936574,7354,-7,Democratic,Democratic,NJ,Northeast,Middle Atlantic,,,,,,,,,,,,,,,,,,,,,,,
