,Unnamed: 0,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,NumInFlights,NumOutFlights,NumDomesticInFlights,NumInternationalInFlights,NumDomesticOutFlights,NumInternationalOutFlights,TotalPassengers,TotalFlights, NumHospitals, SAHDate,Density,Pop,LandArea,pvi,governorParty,senateParty,State Code,Region,Division,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
0,0,2020-01-01,38.92183868387096,-76.4705418483871,56.52645161290322,41.190322580645145,22.580645161290327,3243.4709677419355,15.967741935483868,3619.48064516129,15.741935483870966,580.0322580645161,11.451612903225806,393.17419354838717,14.419354838709678,39.65161290322581,21.806451612903228,77.80322580645162,400.2935483870968,47.183870967741925,35.496774193548376,0.0,999.9000000000003,0.0,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
1,1,2020-01-02,38.92183868387096,-76.4705418483871,56.52645161290322,36.896774193548396,22.806451612903228,3245.119354838709,16.06451612903226,3623.3548387096757,15.67741935483871,518.2225806451612,13.806451612903226,393.1645161290322,14.67741935483871,35.364516129032246,22.0,73.61290322580646,841.6258064516131,49.60645161290322,27.696774193548393,0.0,999.9000000000003,0.0,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
2,2,2020-01-03,38.92183868387096,-76.4705418483871,56.52645161290322,46.66451612903226,23.70967741935484,3255.1483870967745,15.967741935483868,3620.6838709677413,15.67741935483871,548.3709677419354,13.806451612903226,392.374193548387,14.709677419354836,37.23548387096774,22.935483870967737,74.10967741935484,746.7967741935486,51.21935483870968,41.75806451612904,19.398064516129033,999.9000000000003,4838.709677419355,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
3,3,2020-01-04,38.92183868387096,-76.4705418483871,56.52645161290322,49.21935483870968,23.161290322580644,3257.725806451612,15.225806451612904,3616.990322580645,13.838709677419354,609.916129032258,13.419354838709678,389.9064516129032,14.193548387096774,35.509677419354844,22.387096774193548,75.39032258064516,494.8741935483871,54.36774193548386,44.37096774193547,19.389354838709675,999.9000000000003,53225.8064516129,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
4,4,2020-01-05,38.92183868387096,-76.4705418483871,56.52645161290322,39.40967741935484,23.677419354838708,3245.190322580645,16.258064516129032,3621.5516129032258,16.516129032258064,517.1064516129031,13.870967741935484,392.9096774193548,14.709677419354836,44.27096774193547,22.903225806451612,83.67096774193548,406.29354838709673,48.78064516129032,33.248387096774195,16.246774193548383,999.9000000000003,4516.129032258064,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
5,5,2020-01-06,38.92183868387096,-76.4705418483871,56.52645161290322,38.91935483870967,23.516129032258068,2920.622580645161,16.483870967741936,3624.932258064516,16.387096774193548,519.5516129032256,13.870967741935484,393.1870967741935,14.67741935483871,36.87419354838709,22.741935483870968,77.00322580645161,462.96451612903223,50.287096774193536,30.01290322580645,0.0006451612903225806,999.9000000000003,0.0,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
6,6,2020-01-07,38.92183868387096,-76.4705418483871,56.52645161290322,35.677419354838705,23.096774193548388,3243.5290322580645,16.193548387096776,3625.3516129032237,15.258064516129034,519.6548387096773,13.870967741935484,392.31290322580634,14.709677419354836,35.74516129032258,22.258064516129032,75.06774193548388,809.8838709677423,45.516129032258064,28.470967741935482,19.37806451612903,935.4677419354844,10967.741935483871,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
7,7,2020-01-08,38.91189997333333,-76.46889324333331,58.07733333333333,35.07333333333334,23.36666666666667,3018.6133333333332,16.7,3712.85,15.533333333333333,504.21666666666647,14.3,372.55,15.166666666666664,42.56333333333333,22.566666666666666,117.49666666666668,418.44333333333327,42.826666666666654,27.853333333333346,16.743666666666666,966.6100000000004,8933.333333333334,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
8,8,2020-01-09,38.92183868387096,-76.4705418483871,56.52645161290322,29.958064516129035,22.70967741935484,3236.2129032258063,16.161290322580644,3639.6645161290307,15.612903225806454,466.67741935483866,13.709677419354836,393.1677419354838,14.612903225806454,37.596774193548384,21.806451612903228,75.3741935483871,651.5516129032259,38.50322580645162,23.74838709677419,3.231935483870968,967.6838709677423,64.51612903225806,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
9,9,2020-01-10,38.92701108666665,-76.46289324333333,58.31066666666666,41.473333333333336,23.83333333333333,3023.146666666666,16.733333333333334,3725.223333333333,16.266666666666666,447.93666666666667,14.233333333333333,372.93666666666667,15.133333333333333,38.50666666666667,23.0,77.71666666666667,640.6800000000002,54.26333333333335,30.600000000000005,0.0,966.6100000000004,0.0,3452,3414,3175,277.0,3175,239.0,11272458.0,6866,53,2020-03-30,626.6731,6083116,9707,-12,Republican,Democratic,MD,South,South Atlantic,,,,,,,,,,,,,,,,,,,,,,,
